y_salary_m_hu,y_inglab_m_ha,clase,estrato1,sex,age,regsalud,maxeduclevel,p6426,sizefirm,depto,hoursworkusual,cuentapropia,totalhoursworked,relab,formal
3038.16333007812,3381.2060546875,1,3,1,28,1.0,6.0,24.0,4.0,11,60.0,0,60.0,1.0,1.0
1166.66662597656,1166.66662597656,1,3,0,25,1.0,6.0,0.0,2.0,11,40.0,0,40.0,1.0,0.0
3038.16333007812,3038.16333007812,1,2,1,57,1.0,4.0,48.0,5.0,11,60.0,0,60.0,1.0,1.0
,,1,1,1,40,3.0,6.0,2.0,1.0,11,48.0,1,48.0,4.0,0.0
,,1,2,1,33,3.0,5.0,48.0,1.0,11,50.0,1,50.0,4.0,0.0
6222.22216796875,6533.33349609375,1,1,1,37,1.0,6.0,12.0,2.0,11,45.0,0,45.0,3.0,1.0
5196.52783203125,6058.37548828125,1,1,1,53,1.0,4.0,284.0,4.0,11,48.0,0,48.0,1.0,1.0
,,1,1,0,49,1.0,7.0,156.0,1.0,11,48.0,1,48.0,4.0,0.0
5063.60546875,6227.59814453125,1,1,0,27,1.0,7.0,22.0,5.0,11,36.0,0,36.0,1.0,1.0
5152.77783203125,6091.51171875,1,1,1,23,1.0,6.0,11.0,4.0,11,48.0,0,48.0,1.0,1.0
3888.88891601562,3888.88891601562,1,1,1,28,1.0,4.0,14.0,3.0,11,48.0,0,48.0,1.0,0.0
3797.7041015625,4226.5078125,1,1,0,22,1.0,6.0,4.0,4.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,36,1.0,6.0,156.0,1.0,11,12.0,1,12.0,4.0,0.0
,,1,4,1,52,1.0,7.0,2.0,3.0,11,8.0,1,8.0,4.0,1.0
23333.333984375,25180.5546875,1,4,0,52,1.0,7.0,192.0,5.0,11,40.0,0,40.0,1.0,1.0
9138.888671875,9138.888671875,1,4,1,25,1.0,7.0,4.0,5.0,11,48.0,0,48.0,1.0,1.0
9722.22265625,9722.22265625,1,4,1,23,1.0,7.0,6.0,5.0,11,48.0,0,48.0,1.0,0.0
1750.0,1750.0,1,3,0,49,1.0,5.0,2.0,2.0,11,40.0,0,40.0,1.0,0.0
4557.2451171875,4557.2451171875,1,3,1,18,1.0,7.0,6.0,4.0,11,40.0,0,40.0,1.0,0.0
,,1,3,1,58,1.0,7.0,60.0,5.0,11,40.0,0,40.0,1.0,1.0
,,1,3,0,54,1.0,7.0,60.0,5.0,11,40.0,0,40.0,1.0,1.0
10500.0,17004.166015625,1,3,1,53,1.0,7.0,360.0,5.0,11,40.0,0,40.0,1.0,1.0
7000.0,8701.388671875,1,3,0,25,1.0,7.0,30.0,5.0,11,40.0,0,40.0,1.0,1.0
4806.66650390625,4806.66650390625,1,3,0,23,1.0,7.0,0.0,5.0,11,40.0,0,40.0,1.0,1.0
,,1,1,1,54,3.0,3.0,120.0,1.0,11,98.0,1,98.0,4.0,0.0
,,1,1,0,55,3.0,5.0,240.0,1.0,11,72.0,1,72.0,4.0,0.0
3797.7041015625,4525.3515625,1,1,0,20,1.0,7.0,14.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,64,1.0,5.0,48.0,1.0,11,80.0,1,80.0,4.0,1.0
,,1,3,0,57,1.0,4.0,12.0,2.0,11,20.0,1,20.0,4.0,1.0
8750.0,10046.296875,1,3,1,30,1.0,7.0,72.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,0,32,1.0,6.0,12.0,2.0,11,20.0,1,20.0,4.0,0.0
3797.7041015625,5452.15576171875,1,3,1,41,1.0,5.0,24.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,1,1,60,3.0,6.0,144.0,2.0,11,55.0,0,55.0,5.0,0.0
,,1,1,0,58,3.0,4.0,144.0,2.0,11,10.0,0,10.0,6.0,0.0
16333.3330078125,17694.443359375,1,4,0,34,1.0,7.0,48.0,5.0,11,40.0,0,40.0,2.0,1.0
18472.22265625,20011.57421875,1,4,0,30,1.0,7.0,120.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,4,1,32,1.0,7.0,1.0,5.0,11,30.0,1,30.0,4.0,1.0
,,1,3,1,61,1.0,7.0,72.0,1.0,11,10.0,1,10.0,4.0,1.0
5833.33349609375,5833.33349609375,1,3,0,29,2.0,7.0,28.0,5.0,11,48.0,0,48.0,2.0,1.0
,,1,3,0,26,1.0,7.0,1.0,4.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,32,1.0,6.0,156.0,1.0,11,60.0,1,60.0,4.0,0.0
7583.33349609375,7583.33349609375,1,3,0,49,1.0,7.0,120.0,5.0,11,40.0,0,40.0,1.0,1.0
,,1,3,1,52,1.0,5.0,72.0,1.0,11,48.0,1,48.0,4.0,0.0
,,1,1,0,47,1.0,6.0,84.0,1.0,11,48.0,1,48.0,4.0,0.0
3797.7041015625,4525.3515625,1,1,1,25,1.0,7.0,12.0,4.0,11,48.0,0,48.0,1.0,1.0
18083.333984375,23148.1484375,1,4,0,38,1.0,7.0,48.0,5.0,11,40.0,0,42.0,2.0,1.0
7291.66650390625,7291.66650390625,1,4,0,48,1.0,7.0,5.0,4.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,4530.3271484375,1,3,0,54,1.0,3.0,120.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,32,,3.0,8.0,1.0,11,40.0,1,40.0,4.0,0.0
,,1,4,0,25,1.0,7.0,1.0,5.0,11,48.0,1,48.0,4.0,1.0
,,1,3,1,26,1.0,6.0,56.0,1.0,11,60.0,1,60.0,4.0,0.0
9722.22265625,10532.408203125,1,3,0,36,1.0,7.0,48.0,5.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,5251.39208984375,1,3,0,48,1.0,6.0,36.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,47,1.0,7.0,72.0,1.0,11,30.0,1,30.0,4.0,0.0
,,1,3,1,28,,7.0,24.0,2.0,11,42.0,1,42.0,4.0,0.0
4861.111328125,5084.72216796875,1,3,1,28,1.0,6.0,18.0,5.0,11,72.0,0,72.0,1.0,1.0
3797.7041015625,4522.22509765625,1,3,1,52,1.0,5.0,48.0,5.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,4646.87939453125,1,3,0,50,1.0,6.0,132.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,0,56,1.0,4.0,360.0,1.0,11,24.0,1,24.0,4.0,0.0
4557.2451171875,5071.80908203125,1,3,0,26,1.0,7.0,4.0,4.0,11,40.0,0,40.0,1.0,1.0
5347.22216796875,5752.31494140625,1,3,1,45,1.0,7.0,2.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,73,3.0,4.0,94.0,1.0,11,24.0,1,24.0,4.0,0.0
5833.33349609375,6706.509765625,1,2,0,37,1.0,7.0,48.0,4.0,11,40.0,0,40.0,1.0,1.0
,,1,3,1,57,3.0,5.0,180.0,1.0,11,7.0,1,7.0,4.0,0.0
3500.0,3847.9638671875,1,2,0,31,1.0,6.0,12.0,3.0,11,60.0,0,60.0,1.0,1.0
5833.33349609375,6565.18505859375,1,2,1,30,1.0,6.0,1.0,3.0,11,48.0,0,48.0,1.0,1.0
,,1,2,1,61,3.0,3.0,360.0,1.0,11,20.0,1,20.0,4.0,0.0
1458.33337402344,1458.33337402344,1,2,1,72,3.0,3.0,5.0,2.0,11,32.0,0,32.0,1.0,0.0
3797.7041015625,4226.4541015625,1,2,0,44,1.0,6.0,96.0,3.0,11,48.0,0,48.0,1.0,0.0
4557.2451171875,4557.2451171875,1,2,1,21,1.0,6.0,1.0,5.0,11,40.0,0,40.0,1.0,0.0
,,1,2,0,71,3.0,3.0,380.0,2.0,11,49.0,0,49.0,5.0,0.0
,,1,2,1,72,3.0,3.0,380.0,2.0,11,56.0,0,56.0,5.0,0.0
,,1,2,1,27,1.0,4.0,12.0,2.0,11,72.0,0,72.0,1.0,0.0
,,1,2,0,20,,4.0,12.0,2.0,11,66.0,0,66.0,1.0,0.0
,,1,2,0,66,1.0,4.0,228.0,1.0,11,91.0,1,91.0,4.0,0.0
13222.22265625,13222.22265625,1,2,1,35,2.0,7.0,0.0,5.0,11,30.0,0,30.0,2.0,1.0
,,1,3,1,66,1.0,7.0,60.0,1.0,11,40.0,1,40.0,4.0,0.0
3888.88891601562,4616.5361328125,1,2,1,26,1.0,6.0,12.0,2.0,11,48.0,0,48.0,1.0,1.0
,,1,2,0,44,,6.0,36.0,1.0,11,45.0,1,45.0,4.0,0.0
,,1,2,1,59,1.0,5.0,120.0,1.0,11,35.0,1,35.0,4.0,0.0
3797.7041015625,4525.3515625,1,3,1,59,1.0,5.0,180.0,3.0,11,48.0,0,48.0,1.0,1.0
4557.2451171875,5071.80908203125,1,3,0,47,1.0,6.0,24.0,2.0,11,40.0,0,40.0,1.0,0.0
,,1,2,1,50,3.0,4.0,240.0,1.0,11,60.0,1,60.0,4.0,0.0
3500.0,3861.88256835938,1,2,1,27,1.0,6.0,1.0,5.0,11,72.0,0,72.0,1.0,1.0
3684.21044921875,3684.21044921875,1,2,0,23,3.0,5.0,10.0,2.0,11,57.0,0,57.0,1.0,0.0
4900.0,5205.27783203125,1,2,0,28,1.0,7.0,5.0,5.0,11,40.0,0,40.0,1.0,1.0
3888.88891601562,4050.92578125,1,2,1,70,1.0,4.0,48.0,4.0,11,48.0,0,48.0,1.0,0.0
5833.33349609375,6076.388671875,1,2,0,23,1.0,7.0,12.0,4.0,11,48.0,0,48.0,1.0,1.0
8750.0,9360.8798828125,1,2,1,28,1.0,7.0,1.0,5.0,11,48.0,0,48.0,1.0,1.0
4375.0,6626.72021484375,1,2,1,26,1.0,6.0,30.0,5.0,11,48.0,0,48.0,1.0,1.0
3500.0,4544.44482421875,1,2,1,32,1.0,6.0,72.0,5.0,11,70.0,0,70.0,1.0,1.0
5055.5556640625,5889.45166015625,1,2,0,38,1.0,6.0,34.0,5.0,11,48.0,0,48.0,1.0,1.0
7291.66650390625,7291.66650390625,1,2,1,31,1.0,4.0,24.0,4.0,11,48.0,0,48.0,1.0,1.0
,,1,2,0,36,1.0,4.0,1.0,1.0,11,10.0,1,10.0,4.0,0.0
2761.96655273438,2947.22412109375,1,2,0,34,1.0,6.0,36.0,4.0,11,66.0,0,76.0,1.0,1.0
,,1,2,1,31,1.0,6.0,96.0,1.0,11,72.0,1,72.0,4.0,0.0
,,1,2,0,18,,6.0,12.0,2.0,11,98.0,0,98.0,6.0,0.0
5833.33349609375,6756.9443359375,1,2,1,60,1.0,4.0,24.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,2,0,58,1.0,5.0,90.0,1.0,11,48.0,1,48.0,4.0,0.0
13416.6669921875,24986.111328125,1,2,1,34,1.0,7.0,9.0,5.0,11,40.0,0,40.0,2.0,1.0
,,1,2,1,51,3.0,6.0,120.0,2.0,11,48.0,0,48.0,5.0,0.0
,,1,2,0,47,3.0,3.0,120.0,1.0,11,32.0,1,32.0,4.0,0.0
5833.33349609375,5833.33349609375,1,2,0,25,1.0,6.0,3.0,5.0,11,48.0,0,48.0,1.0,1.0
2222.22216796875,2222.22216796875,1,2,1,37,1.0,6.0,8.0,2.0,11,105.0,0,105.0,1.0,0.0
4861.111328125,5266.2041015625,1,3,0,30,1.0,6.0,48.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,29,,5.0,0.0,2.0,11,48.0,0,48.0,1.0,0.0
3797.7041015625,4525.3515625,1,3,0,27,1.0,6.0,4.0,5.0,11,48.0,0,48.0,1.0,1.0
9333.3330078125,10111.111328125,1,2,0,37,1.0,7.0,1.0,5.0,11,40.0,0,40.0,1.0,1.0
,,1,3,1,58,1.0,7.0,360.0,2.0,11,36.0,0,36.0,5.0,0.0
13611.111328125,13924.619140625,1,3,0,36,1.0,7.0,24.0,5.0,11,48.0,0,53.0,1.0,1.0
,,1,3,0,34,1.0,7.0,94.0,1.0,11,40.0,1,40.0,4.0,1.0
3159.72216796875,3208.33325195312,1,2,1,29,1.0,6.0,18.0,2.0,11,48.0,0,48.0,1.0,0.0
4229.16650390625,5352.03173828125,1,2,0,28,1.0,7.0,12.0,1.0,11,48.0,0,48.0,3.0,1.0
,,1,2,0,22,,6.0,1.0,2.0,11,16.0,0,16.0,9.0,0.0
,,1,3,1,53,3.0,5.0,6.0,1.0,11,30.0,1,30.0,4.0,0.0
,,1,3,1,33,3.0,5.0,260.0,1.0,11,50.0,1,50.0,4.0,0.0
3797.7041015625,4226.5078125,1,3,0,26,1.0,6.0,9.0,5.0,11,48.0,0,48.0,1.0,1.0
3597.22216796875,4123.84228515625,1,2,1,40,1.0,6.0,1.0,5.0,11,48.0,0,48.0,1.0,1.0
2800.0,2683.33325195312,1,2,0,32,,6.0,1.0,1.0,11,30.0,0,40.0,3.0,0.0
,,1,2,0,47,1.0,4.0,48.0,1.0,11,48.0,1,48.0,4.0,0.0
4277.77783203125,4386.99072265625,1,2,1,43,1.0,5.0,6.0,5.0,11,60.0,0,60.0,1.0,1.0
,,1,3,0,61,,4.0,60.0,1.0,11,35.0,1,35.0,4.0,0.0
3888.88891601562,4439.22021484375,1,3,1,26,1.0,7.0,1.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,2,1,44,3.0,3.0,108.0,1.0,11,20.0,1,20.0,4.0,0.0
3733.33325195312,3733.33325195312,1,2,0,36,3.0,6.0,1.0,3.0,11,50.0,0,50.0,1.0,0.0
3888.88891601562,4487.8310546875,1,3,1,21,1.0,7.0,18.0,5.0,11,48.0,0,48.0,1.0,1.0
11666.6669921875,12098.765625,1,2,0,50,1.0,5.0,60.0,1.0,11,18.0,0,18.0,3.0,0.0
4861.111328125,5795.47021484375,1,2,1,38,1.0,5.0,12.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,2,0,41,1.0,4.0,12.0,1.0,11,8.0,1,8.0,4.0,0.0
,,1,3,0,35,3.0,5.0,90.0,1.0,11,48.0,1,48.0,4.0,0.0
3888.88891601562,4617.11572265625,1,2,1,26,1.0,6.0,17.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,51,1.0,6.0,180.0,1.0,11,40.0,1,40.0,4.0,0.0
,,1,3,1,26,1.0,7.0,48.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,74,1.0,6.0,120.0,1.0,11,40.0,1,40.0,4.0,0.0
2333.33325195312,2333.33325195312,1,2,1,45,3.0,1.0,2.0,2.0,11,70.0,0,70.0,1.0,0.0
2430.5556640625,1944.44445800781,1,2,0,36,1.0,6.0,60.0,2.0,11,24.0,0,36.0,1.0,0.0
6740.74072265625,7362.962890625,1,2,1,51,1.0,7.0,12.0,3.0,11,45.0,0,45.0,1.0,1.0
,,1,2,1,33,1.0,6.0,11.0,3.0,11,66.0,0,66.0,5.0,1.0
7070.70703125,7070.70703125,1,2,0,30,1.0,7.0,11.0,3.0,11,33.0,0,33.0,1.0,0.0
3797.7041015625,4525.3515625,1,2,1,46,1.0,6.0,60.0,5.0,11,48.0,0,48.0,1.0,1.0
7000.0,7486.111328125,1,2,0,45,1.0,7.0,0.0,4.0,11,40.0,0,40.0,1.0,1.0
3888.88891601562,4514.2998046875,1,2,1,34,1.0,3.0,12.0,4.0,11,48.0,0,48.0,1.0,1.0
,,1,2,0,35,1.0,4.0,1.0,1.0,11,48.0,1,48.0,4.0,0.0
7622.22216796875,8257.4072265625,1,2,1,32,1.0,7.0,42.0,5.0,11,45.0,0,45.0,1.0,1.0
7155.5556640625,8209.2421875,1,2,0,25,1.0,7.0,38.0,5.0,11,45.0,0,45.0,1.0,1.0
2488.88891601562,2488.88891601562,1,2,0,22,,7.0,60.0,2.0,11,60.0,0,60.0,1.0,0.0
4093.0556640625,4145.71728515625,1,2,1,52,1.0,6.0,3.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,2,0,34,1.0,7.0,3.0,1.0,11,12.0,1,12.0,4.0,1.0
,,1,2,1,21,1.0,7.0,4.0,2.0,11,48.0,1,48.0,4.0,0.0
,,1,2,1,34,1.0,6.0,12.0,3.0,11,25.0,0,25.0,5.0,1.0
5347.22216796875,5347.22216796875,1,2,0,25,1.0,6.0,12.0,3.0,11,48.0,0,48.0,1.0,1.0
4557.2451171875,5240.97607421875,1,3,0,43,1.0,7.0,1.0,5.0,11,40.0,0,40.0,1.0,1.0
3797.7041015625,4525.3515625,1,3,1,24,1.0,7.0,24.0,5.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,6313.8916015625,1,3,1,43,1.0,6.0,4.0,5.0,11,48.0,0,58.0,1.0,1.0
7291.66650390625,7291.66650390625,1,3,0,60,1.0,7.0,24.0,1.0,11,48.0,0,48.0,3.0,1.0
3797.7041015625,4530.3271484375,1,3,1,43,1.0,3.0,14.0,3.0,11,48.0,0,48.0,1.0,1.0
,,1,3,0,23,1.0,7.0,10.0,5.0,11,48.0,1,48.0,4.0,1.0
3797.7041015625,3797.7041015625,1,3,0,18,1.0,7.0,0.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,2,1,52,3.0,4.0,240.0,1.0,11,40.0,1,40.0,4.0,0.0
6111.111328125,6901.85205078125,1,2,0,28,1.0,6.0,48.0,5.0,11,42.0,0,42.0,1.0,1.0
,,1,2,1,32,1.0,4.0,68.0,1.0,11,48.0,1,48.0,4.0,0.0
4861.111328125,4861.111328125,1,3,0,50,1.0,6.0,24.0,4.0,11,48.0,0,48.0,1.0,0.0
3797.7041015625,4226.5078125,1,3,0,22,1.0,6.0,9.0,5.0,11,48.0,0,48.0,2.0,1.0
,,1,2,1,56,1.0,7.0,120.0,2.0,11,70.0,1,70.0,4.0,1.0
,,1,2,0,41,1.0,7.0,60.0,2.0,11,18.0,0,18.0,6.0,0.0
,,1,2,1,57,3.0,4.0,360.0,1.0,11,48.0,1,48.0,4.0,0.0
,,1,3,1,29,1.0,7.0,12.0,5.0,11,48.0,1,48.0,4.0,1.0
,,1,3,0,30,1.0,6.0,36.0,2.0,11,48.0,0,48.0,1.0,1.0
5555.5556640625,6018.5185546875,1,3,0,35,1.0,7.0,36.0,5.0,11,42.0,0,42.0,1.0,1.0
5347.22216796875,6367.46044921875,1,3,0,39,1.0,7.0,48.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,0,23,,6.0,5.0,1.0,11,48.0,1,48.0,4.0,0.0
,,1,3,0,39,3.0,6.0,2.0,4.0,11,66.0,1,66.0,4.0,0.0
,,1,2,0,59,1.0,6.0,120.0,1.0,11,24.0,1,24.0,4.0,0.0
5152.77783203125,5557.87060546875,1,1,1,57,1.0,6.0,204.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,1,1,24,1.0,6.0,10.0,5.0,11,45.0,1,45.0,4.0,1.0
5833.33349609375,6552.77783203125,1,3,0,43,1.0,7.0,252.0,5.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,5011.46240234375,1,1,1,24,1.0,5.0,47.0,4.0,11,48.0,0,48.0,1.0,1.0
5833.33349609375,6588.3173828125,1,1,0,23,1.0,6.0,8.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,68,1.0,4.0,160.0,2.0,11,48.0,0,48.0,5.0,1.0
3076.92309570312,3076.92309570312,1,3,0,42,1.0,7.0,60.0,2.0,11,91.0,0,91.0,1.0,0.0
,,1,3,1,49,1.0,6.0,120.0,1.0,11,50.0,1,50.0,4.0,0.0
4666.66650390625,5625.3310546875,1,3,0,41,1.0,6.0,15.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,0,37,3.0,5.0,60.0,1.0,11,70.0,1,80.0,4.0,0.0
,,1,3,0,55,1.0,6.0,18.0,1.0,11,66.0,1,66.0,4.0,0.0
,,1,3,1,32,1.0,7.0,24.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,57,1.0,7.0,360.0,2.0,11,48.0,1,48.0,4.0,1.0
4375.0,5225.6943359375,1,3,0,51,1.0,5.0,96.0,2.0,11,48.0,0,48.0,3.0,1.0
12638.888671875,13692.1298828125,1,3,1,33,1.0,7.0,18.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,23,1.0,6.0,1.0,1.0,11,24.0,1,24.0,4.0,0.0
17986.111328125,19484.953125,1,3,1,43,1.0,7.0,12.0,5.0,11,48.0,0,48.0,2.0,1.0
7777.77783203125,8425.92578125,1,3,0,47,1.0,7.0,204.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,2,1,34,1.0,7.0,96.0,1.0,11,40.0,1,40.0,4.0,1.0
8750.0,9822.619140625,1,2,0,28,1.0,7.0,4.0,5.0,11,40.0,0,40.0,1.0,1.0
3797.7041015625,4348.03564453125,1,3,1,30,1.0,6.0,24.0,4.0,11,48.0,0,48.0,1.0,1.0
,,1,1,1,38,,3.0,1.0,2.0,11,39.0,0,39.0,1.0,0.0
,,1,1,0,35,,6.0,24.0,1.0,11,45.0,1,45.0,4.0,0.0
5250.0,6274.98095703125,1,2,0,45,1.0,6.0,12.0,5.0,11,40.0,0,40.0,1.0,1.0
1458.33337402344,1579.86108398438,1,2,0,53,,7.0,36.0,1.0,11,48.0,0,48.0,3.0,0.0
,,1,3,1,27,1.0,4.0,60.0,1.0,11,50.0,1,50.0,4.0,1.0
3797.7041015625,3938.67626953125,1,3,0,31,1.0,7.0,0.0,3.0,11,48.0,0,48.0,1.0,1.0
12500.0,14030.0458984375,1,3,1,53,1.0,7.0,228.0,5.0,11,56.0,0,56.0,2.0,1.0
,,1,3,1,35,1.0,7.0,48.0,5.0,11,40.0,1,40.0,4.0,1.0
3797.7041015625,4542.98291015625,1,3,1,44,1.0,7.0,96.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,30,3.0,6.0,60.0,1.0,11,70.0,1,70.0,4.0,0.0
4618.0556640625,4941.3193359375,1,3,0,28,1.0,6.0,24.0,5.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,4802.54931640625,1,2,0,36,1.0,6.0,18.0,5.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,4525.3515625,1,2,0,49,1.0,3.0,60.0,5.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,4525.3515625,1,3,0,42,1.0,6.0,6.0,5.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,4093.42163085938,1,2,0,42,1.0,5.0,96.0,3.0,11,48.0,0,48.0,1.0,0.0
9236.111328125,10390.625,1,3,1,42,2.0,6.0,240.0,5.0,11,48.0,0,48.0,2.0,1.0
2074.07397460938,2074.07397460938,1,3,1,20,3.0,7.0,60.0,2.0,11,90.0,0,90.0,1.0,0.0
,,1,1,0,31,1.0,6.0,36.0,5.0,11,45.0,1,45.0,4.0,1.0
9437.037109375,12556.791015625,1,1,1,26,1.0,7.0,26.0,5.0,11,45.0,0,45.0,1.0,1.0
,,1,3,1,48,3.0,5.0,12.0,1.0,11,44.0,1,44.0,4.0,0.0
,,1,1,0,43,,7.0,24.0,1.0,11,42.0,1,42.0,4.0,0.0
,,1,3,1,31,,7.0,48.0,1.0,11,48.0,1,48.0,4.0,0.0
15555.5556640625,16851.8515625,1,3,0,37,1.0,7.0,144.0,5.0,11,45.0,0,45.0,1.0,1.0
3797.7041015625,4226.5078125,1,3,1,20,1.0,7.0,12.0,5.0,11,48.0,0,48.0,1.0,1.0
4031.4814453125,4196.21923828125,1,2,1,29,1.0,7.0,12.0,5.0,11,36.0,0,36.0,1.0,1.0
3797.7041015625,4367.47998046875,1,2,0,31,1.0,7.0,2.0,5.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,4525.3515625,1,2,0,60,1.0,5.0,48.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,1,1,38,3.0,5.0,96.0,2.0,11,72.0,0,72.0,5.0,0.0
,,1,1,0,34,,7.0,0.0,5.0,11,48.0,1,52.0,4.0,0.0
,,1,2,1,37,1.0,6.0,24.0,5.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,4666.32373046875,1,2,0,30,1.0,6.0,48.0,5.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,4226.5078125,1,1,1,33,1.0,7.0,2.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,1,0,29,1.0,5.0,7.0,3.0,11,24.0,0,24.0,1.0,0.0
,,1,1,0,57,3.0,5.0,12.0,1.0,11,50.0,1,58.0,4.0,0.0
8750.0,9479.1669921875,1,2,1,33,1.0,6.0,13.0,5.0,11,48.0,0,48.0,1.0,1.0
4375.0,4944.72216796875,1,2,0,29,1.0,6.0,9.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,0,32,1.0,7.0,96.0,4.0,11,48.0,0,48.0,1.0,1.0
2500.0,2500.0,1,2,1,36,3.0,7.0,96.0,2.0,11,84.0,0,84.0,1.0,0.0
5250.0,6566.6474609375,1,2,0,29,1.0,7.0,48.0,5.0,11,40.0,0,40.0,2.0,1.0
8750.0,9618.619140625,1,2,1,27,1.0,5.0,5.0,4.0,11,48.0,0,48.0,1.0,1.0
2531.802734375,3178.93798828125,1,2,0,35,1.0,6.0,32.0,5.0,11,72.0,0,72.0,1.0,1.0
5347.22216796875,9178.8037109375,1,2,1,40,1.0,6.0,11.0,5.0,11,48.0,0,48.0,1.0,1.0
6481.4814453125,7397.53125,1,2,0,34,1.0,6.0,60.0,5.0,11,36.0,0,36.0,1.0,1.0
,,1,2,0,41,1.0,6.0,12.0,5.0,11,48.0,1,48.0,4.0,1.0
,,1,1,0,31,1.0,6.0,2.0,1.0,11,42.0,1,42.0,4.0,0.0
,,1,1,1,62,3.0,4.0,24.0,1.0,11,9.0,1,9.0,4.0,0.0
13125.0,14910.0537109375,1,2,0,36,1.0,7.0,74.0,5.0,11,48.0,0,48.0,1.0,1.0
3750.0,3750.0,1,2,0,20,3.0,7.0,24.0,3.0,11,56.0,0,56.0,1.0,0.0
1944.44445800781,1944.44445800781,1,2,0,18,3.0,6.0,12.0,3.0,11,24.0,0,24.0,1.0,0.0
933.333312988281,933.333312988281,1,1,1,62,3.0,3.0,0.0,2.0,11,20.0,0,20.0,1.0,0.0
2545.45458984375,2545.45458984375,1,2,0,29,,6.0,6.0,2.0,11,66.0,0,66.0,1.0,0.0
,,1,1,0,36,3.0,4.0,96.0,1.0,11,60.0,1,60.0,4.0,0.0
2138.88891601562,2138.88891601562,1,1,1,36,3.0,3.0,2.0,3.0,11,48.0,0,48.0,1.0,0.0
8555.5556640625,8912.037109375,1,3,1,30,1.0,7.0,36.0,5.0,11,60.0,0,60.0,1.0,1.0
7291.66650390625,7878.40283203125,1,3,0,33,1.0,7.0,144.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,4,0,71,1.0,6.0,540.0,1.0,11,10.0,1,10.0,4.0,0.0
,,1,3,0,52,1.0,6.0,12.0,1.0,11,30.0,1,30.0,4.0,0.0
,,1,3,1,26,3.0,6.0,4.0,1.0,11,30.0,1,30.0,4.0,0.0
,,1,3,0,23,3.0,6.0,36.0,2.0,11,48.0,1,48.0,4.0,0.0
4131.9443359375,4131.9443359375,1,3,0,27,1.0,6.0,5.0,4.0,11,48.0,0,48.0,1.0,1.0
,,1,4,1,72,1.0,7.0,360.0,3.0,11,50.0,0,50.0,5.0,1.0
19185.185546875,19185.185546875,1,4,1,68,1.0,6.0,360.0,3.0,11,45.0,0,45.0,1.0,1.0
4050.88452148438,4370.6376953125,1,4,0,65,1.0,4.0,120.0,1.0,11,45.0,0,45.0,3.0,0.0
,,1,4,1,63,1.0,7.0,120.0,2.0,11,20.0,0,20.0,5.0,1.0
5833.33349609375,7048.611328125,1,4,1,36,1.0,7.0,24.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,4,0,32,1.0,7.0,48.0,1.0,11,30.0,1,30.0,4.0,1.0
