y_salary_m_hu,y_inglab_m_ha,clase,estrato1,sex,age,regsalud,maxeduclevel,p6426,sizefirm,depto,hoursworkusual,cuentapropia,totalhoursworked,relab,formal
3797.7041015625,4388.54443359375,1,2,0,22,1.0,7.0,7.0,3.0,11,48.0,0,48.0,1.0,1.0
4239.2978515625,7612.6826171875,1,2,1,43,1.0,4.0,48.0,5.0,11,43.0,0,43.0,1.0,1.0
,,1,2,1,40,1.0,7.0,7.0,1.0,11,40.0,1,55.0,4.0,0.0
4131.9443359375,4560.748046875,1,2,0,38,1.0,7.0,12.0,4.0,11,48.0,0,48.0,1.0,1.0
,,1,2,0,49,1.0,6.0,11.0,4.0,11,48.0,1,48.0,4.0,1.0
,,1,2,0,19,1.0,7.0,3.0,2.0,11,15.0,1,15.0,4.0,0.0
,,1,3,1,54,1.0,7.0,12.0,2.0,11,65.0,0,65.0,5.0,0.0
8750.0,9479.1669921875,1,3,0,43,1.0,7.0,6.0,5.0,11,40.0,0,40.0,1.0,1.0
7291.66650390625,10451.388671875,1,3,0,22,1.0,7.0,11.0,5.0,11,48.0,0,48.0,1.0,1.0
12250.0,13368.0556640625,1,2,0,33,1.0,7.0,9.0,5.0,11,40.0,0,40.0,1.0,1.0
3797.7041015625,4676.970703125,1,2,0,40,1.0,6.0,4.0,5.0,11,48.0,0,48.0,1.0,1.0
4666.66650390625,5055.5556640625,1,2,1,44,1.0,5.0,42.0,5.0,11,60.0,0,60.0,1.0,1.0
3797.7041015625,4534.3779296875,1,2,1,35,1.0,6.0,12.0,5.0,11,48.0,0,48.0,1.0,1.0
4340.2333984375,5181.9150390625,1,2,0,60,1.0,4.0,120.0,1.0,11,42.0,0,42.0,3.0,1.0
3797.7041015625,4784.03662109375,1,2,0,33,1.0,6.0,36.0,5.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,4534.17578125,1,2,1,27,1.0,6.0,12.0,5.0,11,48.0,0,48.0,1.0,1.0
5833.33349609375,6918.38671875,1,2,1,39,1.0,6.0,48.0,5.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,4530.3271484375,1,2,0,37,1.0,6.0,1.0,2.0,11,48.0,0,48.0,1.0,1.0
,,1,2,0,62,1.0,5.0,72.0,2.0,11,16.0,0,16.0,7.0,1.0
11083.3330078125,11812.5,1,3,1,45,1.0,7.0,18.0,4.0,11,40.0,0,40.0,1.0,1.0
,,1,3,0,36,1.0,6.0,9.0,4.0,11,15.0,1,21.0,4.0,0.0
,,1,3,1,35,1.0,7.0,60.0,1.0,11,36.0,1,36.0,4.0,1.0
23333.333984375,26250.0,1,3,0,32,1.0,7.0,48.0,4.0,11,48.0,0,48.0,2.0,1.0
19444.4453125,19444.4453125,1,4,0,44,1.0,7.0,156.0,4.0,11,48.0,0,48.0,1.0,1.0
,,1,2,1,52,3.0,5.0,72.0,1.0,11,72.0,1,72.0,4.0,0.0
3797.7041015625,4825.84228515625,1,2,1,26,1.0,6.0,84.0,4.0,11,48.0,0,48.0,1.0,1.0
,,1,4,1,23,,7.0,8.0,5.0,11,55.0,1,55.0,4.0,0.0
30333.333984375,32666.666015625,1,4,0,36,1.0,7.0,2.0,5.0,11,50.0,0,50.0,1.0,1.0
10240.7412109375,11530.5556640625,1,4,0,41,1.0,7.0,168.0,5.0,11,36.0,0,36.0,1.0,1.0
,,1,2,1,34,2.0,6.0,7.0,5.0,11,70.0,1,70.0,4.0,1.0
17111.111328125,18863.703125,1,2,0,38,2.0,7.0,36.0,5.0,11,30.0,0,30.0,2.0,1.0
,,1,2,1,46,3.0,4.0,120.0,2.0,11,64.0,1,64.0,4.0,0.0
,,1,2,0,38,3.0,4.0,120.0,2.0,11,74.0,1,74.0,4.0,0.0
4537.037109375,4731.4814453125,1,2,1,33,2.0,6.0,144.0,5.0,11,72.0,0,72.0,2.0,1.0
,,1,4,1,47,1.0,7.0,120.0,2.0,11,48.0,0,48.0,1.0,1.0
12152.77734375,12308.3330078125,1,4,0,38,1.0,7.0,24.0,4.0,11,48.0,0,48.0,1.0,1.0
3439.43017578125,4231.3447265625,1,2,1,27,1.0,5.0,1.0,2.0,11,53.0,0,53.0,1.0,1.0
3797.7041015625,4684.8701171875,1,2,0,46,1.0,6.0,17.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,4,1,47,1.0,7.0,36.0,1.0,11,10.0,1,10.0,4.0,0.0
27222.22265625,34351.8515625,1,4,0,41,1.0,7.0,30.0,4.0,11,48.0,0,48.0,1.0,1.0
3798.91943359375,4268.23193359375,1,4,1,26,1.0,7.0,4.0,5.0,11,48.0,0,48.0,1.0,1.0
3798.47216796875,4267.78466796875,1,4,1,26,1.0,7.0,5.0,5.0,11,48.0,0,48.0,1.0,1.0
13125.0,13671.875,1,4,1,28,1.0,7.0,6.0,2.0,11,48.0,0,48.0,1.0,1.0
,,1,2,1,44,1.0,4.0,4.0,1.0,11,84.0,1,84.0,4.0,0.0
5638.888671875,6206.0185546875,1,2,1,49,1.0,6.0,120.0,4.0,11,72.0,0,72.0,1.0,1.0
6481.4814453125,6481.4814453125,1,2,0,53,1.0,4.0,120.0,4.0,11,54.0,0,54.0,1.0,0.0
4557.2451171875,7970.3486328125,1,2,1,28,1.0,7.0,72.0,4.0,11,40.0,0,40.0,1.0,1.0
5600.0,5600.0,1,2,0,22,1.0,6.0,24.0,4.0,11,50.0,0,50.0,1.0,0.0
4200.0,4200.0,1,2,1,19,1.0,7.0,3.0,4.0,11,50.0,0,50.0,1.0,0.0
,,1,2,0,40,,6.0,5.0,2.0,11,40.0,0,49.0,1.0,0.0
3888.88891601562,3888.88891601562,1,2,1,37,1.0,6.0,8.0,3.0,11,48.0,0,48.0,1.0,1.0
4242.42431640625,5276.30322265625,1,2,0,36,1.0,7.0,60.0,5.0,11,55.0,0,55.0,1.0,1.0
,,1,4,0,50,2.0,7.0,60.0,1.0,11,36.0,1,36.0,4.0,0.0
,,1,4,1,62,1.0,7.0,24.0,1.0,11,50.0,1,50.0,4.0,0.0
14583.3330078125,15705.1279296875,1,4,0,46,1.0,7.0,85.0,5.0,11,48.0,0,52.0,2.0,1.0
3799.9306640625,4514.513671875,1,2,0,31,1.0,6.0,48.0,2.0,11,48.0,0,48.0,1.0,1.0
,,1,2,1,37,3.0,4.0,180.0,2.0,11,40.0,0,40.0,5.0,0.0
,,1,3,1,60,1.0,7.0,240.0,2.0,11,48.0,0,48.0,5.0,0.0
,,1,3,0,42,1.0,6.0,120.0,2.0,11,48.0,0,48.0,6.0,0.0
,,1,3,1,20,1.0,7.0,96.0,2.0,11,40.0,0,40.0,6.0,0.0
6628.7880859375,7766.72998046875,1,2,1,33,2.0,7.0,162.0,5.0,11,88.0,0,88.0,2.0,1.0
,,1,2,0,23,2.0,6.0,2.0,2.0,11,70.0,1,70.0,4.0,0.0
,,1,4,1,22,1.0,7.0,0.0,5.0,11,5.0,1,5.0,4.0,0.0
,,1,4,1,22,1.0,7.0,6.0,5.0,11,15.0,1,15.0,4.0,0.0
13552.77734375,13552.77734375,1,4,1,24,1.0,7.0,46.0,4.0,11,48.0,0,48.0,1.0,1.0
20416.666015625,21243.056640625,1,4,1,35,1.0,7.0,24.0,5.0,11,40.0,0,40.0,1.0,1.0
3797.7041015625,4534.17578125,1,2,0,34,1.0,6.0,80.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,2,1,65,1.0,5.0,360.0,2.0,11,42.0,1,42.0,4.0,0.0
,,1,2,0,71,3.0,3.0,180.0,2.0,11,20.0,0,20.0,6.0,0.0
,,1,2,1,63,1.0,6.0,6.0,1.0,11,48.0,1,48.0,4.0,1.0
10013.888671875,10824.07421875,1,2,0,30,1.0,7.0,72.0,5.0,11,48.0,0,48.0,1.0,1.0
17500.0,18958.333984375,1,2,0,28,1.0,7.0,12.0,3.0,11,48.0,0,48.0,1.0,1.0
19444.4453125,20335.6484375,1,4,1,54,1.0,7.0,8.0,5.0,11,48.0,0,48.0,2.0,1.0
,,1,4,0,33,,6.0,12.0,1.0,11,48.0,1,48.0,4.0,0.0
,,1,2,0,79,1.0,1.0,120.0,2.0,11,20.0,1,20.0,4.0,0.0
,,1,2,0,59,1.0,3.0,84.0,2.0,11,20.0,1,20.0,4.0,1.0
25984.84765625,28106.060546875,1,4,1,42,1.0,7.0,60.0,5.0,11,44.0,0,44.0,2.0,1.0
3797.7041015625,4534.17578125,1,1,1,46,1.0,4.0,60.0,2.0,11,48.0,0,48.0,1.0,1.0
3888.88891601562,4498.83203125,1,1,1,22,1.0,6.0,24.0,4.0,11,72.0,0,72.0,1.0,1.0
3797.7041015625,4226.5078125,1,1,1,20,1.0,6.0,5.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,2,1,24,1.0,7.0,7.0,1.0,11,10.0,1,10.0,4.0,1.0
,,1,2,0,60,3.0,6.0,30.0,1.0,11,16.0,1,28.0,4.0,0.0
,,1,2,1,32,1.0,6.0,4.0,3.0,11,48.0,1,48.0,4.0,1.0
5833.33349609375,5833.33349609375,1,2,1,19,1.0,5.0,7.0,2.0,11,48.0,0,48.0,1.0,1.0
,,1,4,0,59,1.0,6.0,84.0,1.0,11,15.0,1,15.0,4.0,0.0
,,1,2,0,37,1.0,6.0,84.0,1.0,11,18.0,1,18.0,4.0,0.0
,,1,2,0,62,3.0,3.0,6.0,1.0,11,40.0,1,40.0,4.0,0.0
,,1,2,1,30,3.0,5.0,12.0,2.0,11,48.0,1,48.0,4.0,0.0
,,1,2,1,59,1.0,7.0,120.0,1.0,11,72.0,1,72.0,4.0,1.0
,,1,2,0,32,2.0,6.0,1.0,1.0,11,21.0,1,21.0,4.0,0.0
32351.666015625,38865.55859375,1,4,1,53,2.0,7.0,162.0,5.0,11,40.0,0,40.0,2.0,1.0
,,1,1,1,24,1.0,6.0,96.0,2.0,11,48.0,0,48.0,5.0,1.0
,,1,1,0,61,,4.0,180.0,2.0,11,48.0,0,48.0,6.0,0.0
,,1,2,1,36,1.0,7.0,120.0,2.0,11,77.0,0,77.0,5.0,1.0
,,1,2,1,44,1.0,7.0,24.0,2.0,11,49.0,0,49.0,5.0,0.0
5833.33349609375,5833.33349609375,1,2,0,28,3.0,5.0,24.0,2.0,11,16.0,0,16.0,1.0,0.0
7000.0,7272.22265625,1,3,1,55,1.0,7.0,12.0,5.0,11,50.0,0,50.0,1.0,1.0
,,1,3,0,51,1.0,7.0,114.0,1.0,11,15.0,1,15.0,4.0,0.0
16916.666015625,18666.666015625,1,3,1,29,1.0,7.0,73.0,5.0,11,40.0,0,40.0,1.0,1.0
11666.6669921875,12211.111328125,1,3,1,25,1.0,7.0,7.0,5.0,11,50.0,0,50.0,1.0,1.0
3645.7958984375,4368.55859375,1,3,0,56,1.0,6.0,96.0,5.0,11,50.0,0,50.0,1.0,1.0
8244.4443359375,8676.54296875,1,3,0,21,1.0,7.0,7.0,4.0,11,45.0,0,45.0,1.0,1.0
,,1,3,0,57,1.0,7.0,360.0,1.0,11,48.0,1,48.0,4.0,0.0
,,1,3,1,29,1.0,7.0,12.0,5.0,11,48.0,1,48.0,4.0,1.0
5590.27783203125,5954.861328125,1,2,1,26,1.0,6.0,42.0,5.0,11,48.0,0,48.0,1.0,1.0
3111.11108398438,3111.11108398438,1,2,0,24,1.0,7.0,2.0,2.0,11,60.0,0,60.0,1.0,0.0
,,1,2,1,38,1.0,6.0,240.0,1.0,11,48.0,1,48.0,4.0,0.0
4666.66650390625,4666.66650390625,1,2,0,47,1.0,6.0,1.0,2.0,11,40.0,0,40.0,3.0,0.0
,,1,4,0,66,1.0,6.0,24.0,1.0,11,5.0,1,5.0,4.0,0.0
,,1,4,1,43,1.0,7.0,120.0,2.0,11,40.0,0,40.0,5.0,0.0
15750.0,18870.833984375,1,4,0,39,1.0,7.0,60.0,5.0,11,40.0,0,40.0,1.0,1.0
,,1,4,0,60,1.0,7.0,192.0,1.0,11,21.0,1,21.0,4.0,1.0
,,1,4,1,61,,7.0,48.0,1.0,11,90.0,1,90.0,4.0,0.0
,,1,2,1,42,1.0,4.0,84.0,1.0,11,45.0,1,45.0,4.0,0.0
3888.88891601562,3888.88891601562,1,2,1,27,1.0,1.0,4.0,3.0,11,48.0,0,48.0,1.0,1.0
3038.16333007812,3038.16333007812,1,2,0,23,1.0,7.0,12.0,1.0,11,60.0,0,60.0,3.0,0.0
14583.3330078125,17621.52734375,1,3,1,61,1.0,6.0,362.0,5.0,11,48.0,0,48.0,1.0,1.0
14583.3330078125,16937.73046875,1,3,0,56,1.0,7.0,359.0,5.0,11,48.0,0,48.0,2.0,1.0
16916.666015625,20027.779296875,1,3,0,28,1.0,7.0,48.0,5.0,11,40.0,0,40.0,2.0,1.0
13125.0,13125.0,1,4,1,28,1.0,7.0,4.0,5.0,11,48.0,0,48.0,1.0,1.0
5347.22216796875,5493.0556640625,1,2,0,55,1.0,7.0,360.0,4.0,11,48.0,0,48.0,1.0,1.0
,,1,2,0,27,1.0,7.0,48.0,5.0,11,48.0,0,48.0,1.0,1.0
4095.74462890625,4891.89111328125,1,2,1,21,1.0,7.0,12.0,4.0,11,47.0,0,47.0,1.0,1.0
,,1,3,1,44,1.0,7.0,48.0,1.0,11,60.0,1,60.0,4.0,0.0
20416.666015625,21267.361328125,1,3,0,40,1.0,7.0,48.0,4.0,11,40.0,0,40.0,1.0,1.0
,,1,2,1,76,1.0,4.0,48.0,2.0,11,36.0,1,36.0,4.0,0.0
,,1,2,0,60,1.0,3.0,48.0,2.0,11,46.0,1,46.0,4.0,1.0
4083.33325195312,4932.4072265625,1,2,1,40,1.0,7.0,216.0,5.0,11,72.0,0,72.0,1.0,1.0
12638.888671875,13165.5087890625,1,3,0,41,1.0,7.0,145.0,5.0,11,48.0,0,48.0,1.0,1.0
3888.88891601562,3888.88891601562,1,3,1,21,1.0,7.0,3.0,4.0,11,48.0,0,48.0,1.0,1.0
3375.73706054688,4030.37817382812,1,2,0,41,1.0,6.0,60.0,5.0,11,54.0,0,54.0,1.0,1.0
4557.2451171875,5587.0869140625,1,2,1,22,1.0,6.0,2.0,4.0,11,40.0,0,40.0,1.0,1.0
,,1,4,1,24,1.0,7.0,2.0,1.0,11,48.0,1,48.0,4.0,0.0
18322.5,19618.796875,1,4,1,62,1.0,7.0,288.0,5.0,11,60.0,0,60.0,1.0,1.0
,,1,4,0,60,1.0,6.0,360.0,1.0,11,40.0,1,40.0,4.0,0.0
,,1,2,1,53,1.0,4.0,4.0,4.0,11,48.0,1,48.0,4.0,1.0
,,1,2,0,52,3.0,4.0,6.0,1.0,11,40.0,1,40.0,4.0,0.0
,,1,2,1,26,,5.0,1.0,1.0,11,60.0,1,60.0,4.0,0.0
,,1,2,1,23,1.0,7.0,3.0,2.0,11,13.0,1,13.0,4.0,0.0
3796.52783203125,4681.412109375,1,2,0,24,1.0,7.0,18.0,3.0,11,48.0,0,48.0,1.0,1.0
,,1,2,1,53,1.0,6.0,144.0,2.0,11,48.0,0,48.0,5.0,1.0
3888.88891601562,3888.88891601562,1,2,1,20,1.0,5.0,1.0,2.0,11,48.0,0,48.0,1.0,0.0
,,1,2,1,55,3.0,1.0,11.0,1.0,11,40.0,1,40.0,4.0,0.0
4861.111328125,5063.65771484375,1,2,0,25,1.0,7.0,6.0,5.0,11,48.0,0,48.0,1.0,1.0
10694.4443359375,11585.6494140625,1,2,1,24,1.0,7.0,7.0,4.0,11,48.0,0,48.0,1.0,1.0
,,1,2,1,39,1.0,7.0,6.0,5.0,11,50.0,1,50.0,4.0,1.0
,,1,2,0,36,3.0,5.0,6.0,3.0,11,56.0,1,56.0,4.0,0.0
,,1,2,1,46,,4.0,240.0,1.0,11,105.0,1,105.0,4.0,0.0
,,1,2,1,25,1.0,7.0,11.0,4.0,11,60.0,1,60.0,4.0,1.0
3797.7041015625,4680.0087890625,1,1,1,54,1.0,4.0,24.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,1,0,40,3.0,4.0,7.0,1.0,11,2.0,1,2.0,4.0,0.0
3797.7041015625,4226.5078125,1,1,1,19,1.0,6.0,12.0,3.0,11,48.0,0,48.0,1.0,0.0
5833.33349609375,9211.2109375,1,2,1,32,1.0,6.0,84.0,5.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,6154.748046875,1,2,0,29,1.0,6.0,10.0,5.0,11,48.0,0,48.0,1.0,1.0
10606.060546875,11047.98046875,1,4,1,26,1.0,7.0,36.0,4.0,11,44.0,0,44.0,1.0,1.0
7000.0,7413.93310546875,1,2,1,64,1.0,6.0,24.0,5.0,11,50.0,0,50.0,2.0,1.0
12377.037109375,12863.1484375,1,3,0,46,1.0,7.0,144.0,5.0,11,90.0,0,90.0,1.0,1.0
5833.33349609375,6465.27783203125,1,3,0,25,1.0,7.0,7.0,5.0,11,40.0,0,40.0,1.0,1.0
8750.0,9114.5830078125,1,4,1,27,1.0,6.0,24.0,3.0,11,40.0,0,40.0,1.0,1.0
2500.0,2500.0,1,2,1,41,3.0,6.0,36.0,1.0,11,84.0,0,84.0,1.0,0.0
,,1,3,1,70,1.0,5.0,48.0,1.0,11,6.0,1,6.0,4.0,1.0
,,1,3,0,46,1.0,6.0,36.0,2.0,11,60.0,1,60.0,4.0,0.0
3797.7041015625,4534.17578125,1,2,1,68,1.0,5.0,120.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,2,0,22,3.0,5.0,2.0,1.0,11,40.0,1,40.0,4.0,0.0
,,1,2,1,38,1.0,7.0,120.0,2.0,11,25.0,0,25.0,5.0,1.0
4946.66650390625,5889.4892578125,1,2,0,30,1.0,7.0,30.0,5.0,11,50.0,0,50.0,1.0,1.0
,,1,3,0,72,1.0,3.0,240.0,1.0,11,15.0,1,15.0,4.0,0.0
3733.33325195312,3733.33325195312,1,3,0,61,1.0,6.0,94.0,4.0,11,25.0,0,25.0,1.0,0.0
,,1,3,1,68,1.0,5.0,300.0,1.0,11,60.0,1,60.0,4.0,0.0
,,1,3,1,41,,6.0,72.0,1.0,11,60.0,1,60.0,4.0,0.0
6319.4443359375,7254.61328125,1,3,0,38,1.0,6.0,229.0,5.0,11,48.0,0,48.0,1.0,1.0
9722.22265625,9722.22265625,1,3,1,20,,7.0,8.0,2.0,11,6.0,0,6.0,1.0,0.0
29555.5546875,31283.951171875,1,3,1,32,1.0,7.0,48.0,5.0,11,45.0,0,45.0,1.0,1.0
15555.5556640625,16203.703125,1,3,0,33,1.0,7.0,48.0,4.0,11,48.0,0,48.0,1.0,1.0
,,1,4,1,56,1.0,6.0,240.0,1.0,11,50.0,1,50.0,4.0,1.0
,,1,4,0,46,1.0,7.0,180.0,1.0,11,48.0,1,48.0,4.0,0.0
,,1,2,0,25,3.0,6.0,96.0,1.0,11,49.0,1,49.0,4.0,0.0
5833.33349609375,6222.22216796875,1,2,0,42,1.0,5.0,12.0,2.0,11,40.0,0,40.0,3.0,1.0
,,1,2,0,24,1.0,6.0,8.0,1.0,11,16.0,1,16.0,4.0,0.0
6066.66650390625,6066.66650390625,1,2,1,22,1.0,7.0,2.0,4.0,11,50.0,0,50.0,1.0,1.0
,,1,2,1,42,1.0,4.0,180.0,2.0,11,50.0,0,50.0,5.0,0.0
3799.9306640625,4231.111328125,1,2,0,34,1.0,6.0,18.0,2.0,11,48.0,0,48.0,1.0,1.0
92166.6640625,92166.6640625,1,2,0,18,1.0,7.0,4.0,5.0,11,1.0,0,1.0,1.0,1.0
,,1,2,1,20,1.0,6.0,3.0,2.0,11,30.0,1,30.0,4.0,0.0
4753.08642578125,5674.8974609375,1,2,1,35,1.0,6.0,48.0,4.0,11,54.0,0,54.0,1.0,1.0
2527.77783203125,2527.77783203125,1,3,0,20,,6.0,1.0,2.0,11,60.0,0,60.0,1.0,0.0
,,1,3,1,22,,6.0,4.0,1.0,11,98.0,1,98.0,4.0,0.0
,,1,3,1,19,,6.0,2.0,1.0,11,98.0,1,98.0,4.0,0.0
,,1,3,1,26,,7.0,4.0,1.0,11,98.0,1,98.0,4.0,0.0
,,1,3,1,22,,6.0,0.0,2.0,11,48.0,0,48.0,1.0,0.0
,,1,2,1,26,1.0,7.0,48.0,1.0,11,40.0,1,40.0,4.0,0.0
4666.66650390625,5570.11962890625,1,2,0,61,2.0,6.0,12.0,1.0,11,40.0,0,40.0,3.0,0.0
,,1,1,1,58,1.0,4.0,24.0,1.0,11,72.0,1,72.0,4.0,0.0
7432.0986328125,8051.4404296875,1,1,1,33,1.0,6.0,60.0,5.0,11,54.0,0,54.0,1.0,1.0
3797.7041015625,4226.5078125,1,1,0,30,1.0,7.0,0.0,5.0,11,48.0,0,48.0,1.0,1.0
3797.7041015625,4534.17578125,1,1,0,28,1.0,6.0,36.0,5.0,11,48.0,0,48.0,1.0,1.0
6319.4443359375,6582.75439453125,1,4,0,27,1.0,7.0,60.0,4.0,11,48.0,0,48.0,1.0,1.0
,,1,2,1,71,3.0,3.0,6.0,3.0,11,72.0,1,72.0,4.0,0.0
,,1,3,1,49,1.0,7.0,60.0,2.0,11,40.0,0,65.0,5.0,1.0
3500.0,3500.0,1,3,0,54,3.0,7.0,10.0,2.0,11,24.0,0,24.0,1.0,0.0
,,1,1,1,45,1.0,6.0,60.0,1.0,11,40.0,1,40.0,4.0,0.0
3038.16333007812,4340.46533203125,1,2,1,61,1.0,4.0,95.0,5.0,11,60.0,0,60.0,1.0,1.0
5250.0,5736.11083984375,1,2,0,60,1.0,3.0,300.0,2.0,11,40.0,0,40.0,3.0,0.0
,,1,1,1,54,1.0,5.0,120.0,1.0,11,98.0,1,98.0,4.0,0.0
3797.7041015625,4534.17578125,1,1,0,50,1.0,5.0,12.0,5.0,11,48.0,0,48.0,1.0,1.0
2800.0,2800.0,1,1,0,26,,7.0,2.0,2.0,11,25.0,0,25.0,1.0,0.0
,,1,2,1,56,1.0,6.0,420.0,1.0,11,48.0,1,48.0,4.0,1.0
4861.111328125,5275.11572265625,1,2,1,31,1.0,7.0,1.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,29,1.0,6.0,95.0,2.0,11,60.0,0,60.0,5.0,0.0
3797.7041015625,3797.7041015625,1,3,0,21,1.0,6.0,3.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,21,,7.0,2.0,1.0,11,72.0,1,72.0,4.0,0.0
1458.33337402344,1458.33337402344,1,2,1,33,,5.0,3.0,4.0,11,72.0,0,72.0,1.0,0.0
,,1,2,0,29,,7.0,5.0,4.0,11,66.0,1,66.0,4.0,0.0
,,1,3,1,46,1.0,7.0,24.0,2.0,11,50.0,0,50.0,5.0,1.0
,,1,3,0,43,1.0,7.0,24.0,2.0,11,50.0,0,50.0,6.0,0.0
3647.93334960938,3927.93334960938,1,2,1,33,1.0,5.0,2.0,2.0,11,50.0,0,50.0,1.0,1.0
3733.33325195312,4147.2666015625,1,2,0,30,1.0,5.0,2.0,2.0,11,50.0,0,50.0,1.0,1.0
,,1,3,1,33,1.0,5.0,48.0,2.0,11,100.0,0,100.0,5.0,1.0
,,1,3,0,31,1.0,7.0,36.0,2.0,11,70.0,0,70.0,6.0,0.0
3797.7041015625,4842.24853515625,1,2,0,33,1.0,6.0,48.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,2,0,66,1.0,6.0,360.0,1.0,11,40.0,1,40.0,4.0,0.0
3797.7041015625,4525.3515625,1,2,0,24,1.0,7.0,30.0,5.0,11,48.0,0,48.0,1.0,1.0
4399.3056640625,5332.638671875,1,3,1,27,1.0,7.0,3.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,2,1,35,1.0,6.0,24.0,1.0,11,40.0,1,40.0,4.0,0.0
,,1,2,1,62,1.0,5.0,180.0,5.0,11,48.0,1,48.0,4.0,1.0
,,1,2,0,58,1.0,6.0,360.0,1.0,11,65.0,1,65.0,4.0,0.0
,,1,2,0,26,1.0,6.0,5.0,3.0,11,48.0,1,48.0,4.0,0.0
2981.4814453125,3792.85473632812,1,2,1,30,1.0,5.0,6.0,4.0,11,72.0,0,72.0,1.0,1.0
29166.666015625,40590.27734375,1,5,1,37,1.0,7.0,102.0,5.0,11,40.0,0,40.0,2.0,1.0
,,1,2,1,61,1.0,6.0,120.0,1.0,11,30.0,1,30.0,4.0,0.0
,,1,3,0,52,3.0,4.0,72.0,1.0,11,40.0,1,40.0,4.0,0.0
3797.7041015625,3797.7041015625,1,3,1,24,1.0,6.0,6.0,5.0,11,48.0,0,48.0,1.0,1.0
9236.111328125,9965.27734375,1,3,1,57,1.0,7.0,18.0,5.0,11,48.0,0,48.0,1.0,1.0
15069.4443359375,16284.72265625,1,3,0,29,1.0,7.0,48.0,5.0,11,48.0,0,48.0,1.0,1.0
4148.14794921875,4778.3779296875,1,3,1,24,1.0,7.0,7.0,2.0,11,45.0,0,45.0,1.0,1.0
,,1,3,1,57,1.0,7.0,60.0,1.0,11,35.0,1,35.0,4.0,0.0
9583.3330078125,9583.3330078125,1,3,0,51,1.0,7.0,7.0,5.0,11,56.0,0,56.0,1.0,1.0
8750.0,9114.5830078125,1,3,0,25,1.0,7.0,6.0,5.0,11,48.0,0,48.0,1.0,1.0
14583.3330078125,15190.97265625,1,3,1,30,1.0,7.0,36.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,59,3.0,4.0,120.0,2.0,11,40.0,1,40.0,4.0,0.0
,,1,3,1,42,1.0,5.0,12.0,2.0,11,48.0,1,48.0,4.0,0.0
3797.7041015625,4275.11865234375,1,3,0,52,1.0,5.0,3.0,1.0,11,48.0,0,48.0,3.0,1.0
7777.77783203125,9086.4423828125,1,3,0,27,1.0,7.0,60.0,5.0,11,48.0,0,48.0,1.0,1.0
19250.0,20756.943359375,1,3,1,53,2.0,7.0,216.0,5.0,11,40.0,0,40.0,2.0,1.0
18083.333984375,21777.77734375,1,3,0,54,2.0,7.0,168.0,5.0,11,40.0,0,40.0,2.0,1.0
,,1,3,1,29,,5.0,60.0,5.0,11,48.0,1,48.0,4.0,0.0
3500.0,3500.0,1,3,0,31,3.0,6.0,12.0,2.0,11,60.0,0,60.0,1.0,0.0
,,1,2,1,68,1.0,4.0,36.0,1.0,11,48.0,1,48.0,4.0,1.0
17500.0,18861.111328125,1,2,0,31,1.0,7.0,36.0,5.0,11,40.0,0,40.0,1.0,1.0
6319.4443359375,6967.5927734375,1,2,1,36,1.0,7.0,2.0,4.0,11,48.0,0,48.0,1.0,1.0
8750.0,9236.111328125,1,2,0,24,1.0,7.0,36.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,3,1,32,1.0,7.0,5.0,5.0,11,28.0,1,28.0,4.0,1.0
5040.0,5522.22265625,1,3,0,28,1.0,7.0,4.0,3.0,11,25.0,0,25.0,1.0,0.0
,,1,3,1,58,1.0,6.0,18.0,5.0,11,40.0,1,40.0,4.0,1.0
19444.4453125,22037.037109375,1,3,1,53,1.0,7.0,276.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,5,1,55,1.0,7.0,240.0,1.0,11,48.0,1,48.0,4.0,0.0
,,1,5,0,56,1.0,7.0,408.0,5.0,11,45.0,0,45.0,2.0,1.0
4977.77783203125,4977.77783203125,1,5,0,24,1.0,7.0,2.0,3.0,11,60.0,0,60.0,1.0,1.0
6368.0556640625,6368.0556640625,1,3,0,56,1.0,6.0,144.0,5.0,11,48.0,0,48.0,1.0,1.0
,,1,5,0,39,1.0,7.0,240.0,1.0,11,48.0,1,48.0,4.0,1.0
10500.0,10500.0,1,3,0,28,1.0,7.0,1.0,4.0,11,60.0,0,60.0,1.0,1.0
,,1,3,1,75,1.0,6.0,120.0,1.0,11,30.0,1,30.0,4.0,1.0
,,1,3,0,71,1.0,5.0,240.0,1.0,11,36.0,1,36.0,4.0,0.0
,,1,5,1,58,1.0,7.0,240.0,5.0,11,48.0,0,48.0,2.0,1.0
